user_id,item_id,rating,timestamp,time_of_day
177,23,5,1997-11-21 16:45:58,Evening
7,99,5,1998-03-31 13:55:57,Afternoon
145,688,4,1997-09-26 10:30:22,Afternoon
401,154,1,1998-03-27 21:13:04,Night
189,89,5,1998-04-22 17:20:24,Evening
367,234,4,1997-10-12 21:01:38,Night
119,755,1,1998-01-30 16:11:18,Evening
279,156,4,1997-09-26 20:43:00,Night
324,322,4,1997-11-26 20:12:43,Night
450,39,4,1997-12-17 16:31:22,Evening
246,831,1,1998-01-16 04:13:45,Late Night
79,1022,5,1998-03-30 15:29:52,Evening
174,723,5,1998-02-03 14:00:48,Afternoon
255,322,2,1997-12-27 09:42:03,Morning
109,67,5,1997-11-26 21:45:19,Night
199,508,4,1998-01-02 23:14:59,Night
209,333,2,1997-12-31 17:32:48,Evening
314,1473,4,1997-10-26 18:38:09,Evening
190,539,2,1998-03-27 21:16:10,Night
151,209,4,1997-11-14 16:20:43,Evening
109,173,5,1997-11-26 19:33:06,Night
92,500,4,1997-12-29 22:15:34,Night
435,343,5,1998-01-06 23:52:24,Night
263,496,5,1998-03-30 22:50:18,Night
90,609,5,1998-03-31 22:45:57,Night
457,500,5,1997-12-19 17:38:32,Evening
234,1064,4,1998-04-11 22:28:03,Night
329,282,3,1998-04-04 02:18:20,Late Night
145,732,4,1997-09-26 11:20:33,Afternoon
4,271,4,1998-04-08 02:14:50,Late Night
90,151,2,1998-03-31 22:59:50,Night
194,939,3,1997-11-14 23:36:55,Night
264,240,4,1998-01-30 01:39:12,Late Night
231,289,4,1998-02-27 18:47:53,Evening
316,507,3,1997-11-30 01:35:04,Late Night
416,1012,4,1997-10-12 23:00:05,Night
83,597,2,1998-03-29 14:37:50,Afternoon
378,959,3,1997-11-20 17:20:08,Evening
94,7,4,1998-01-27 03:51:29,Late Night
298,511,4,1998-01-06 23:01:30,Night
92,56,5,1997-09-30 21:01:11,Night
170,288,3,1998-01-13 15:40:12,Evening
435,434,2,1998-01-07 00:05:42,Late Night
346,571,3,1997-09-26 08:57:42,Morning
189,198,4,1998-04-22 17:20:57,Evening
311,584,3,1998-01-09 17:04:45,Evening
276,734,1,1997-10-27 06:54:22,Morning
222,318,5,1997-10-30 03:25:34,Late Night
417,250,4,1997-11-16 02:14:23,Late Night
335,333,4,1998-04-03 01:29:12,Late Night
459,596,3,1997-11-15 03:02:19,Late Night
95,190,4,1998-03-03 19:48:33,Night
13,757,3,1997-12-17 22:48:54,Night
117,179,5,1997-12-01 21:46:16,Night
409,173,3,1997-12-03 00:17:26,Late Night
245,21,3,1998-02-26 17:18:22,Evening
247,269,4,1998-04-20 18:30:24,Evening
437,727,3,1997-12-01 18:39:36,Evening
230,141,4,1997-11-25 19:18:09,Night
213,199,5,1997-11-08 02:26:40,Late Night
116,872,3,1997-10-10 02:57:08,Late Night
407,179,3,1997-09-23 20:27:07,Night
299,606,4,1998-03-10 03:43:13,Late Night
13,234,5,1997-12-14 22:57:32,Night
331,475,3,1997-10-18 17:36:13,Evening
460,327,4,1997-12-23 21:26:58,Night
18,404,4,1997-11-21 17:07:35,Evening
431,879,3,1997-10-26 05:41:29,Morning
346,147,4,1997-09-22 17:42:52,Evening
393,470,4,1998-03-10 18:32:10,Evening
95,597,3,1997-11-10 20:44:23,Night
59,670,4,1998-02-23 04:01:25,Late Night
389,510,3,1997-11-22 02:22:47,Late Night
161,309,2,1998-03-29 11:13:38,Afternoon
435,410,5,1998-01-07 00:42:13,Late Night
416,213,5,1998-04-22 02:50:43,Late Night
313,662,3,1998-03-27 20:46:16,Night
22,665,1,1997-11-07 07:35:45,Morning
276,325,3,1997-09-20 20:13:39,Night
405,423,5,1998-01-23 08:48:26,Morning
70,175,3,1998-01-07 05:20:22,Morning
321,45,4,1997-11-13 16:49:23,Evening
363,44,3,1998-04-02 06:02:07,Morning
210,926,2,1998-02-17 15:55:09,Evening
459,194,3,1997-11-15 03:58:11,Late Night
48,647,4,1997-11-13 15:26:59,Evening
251,1012,4,1998-01-31 18:42:55,Evening
385,1097,5,1997-11-13 16:55:58,Evening
224,366,3,1998-02-21 23:40:57,Night
90,515,5,1998-03-31 22:59:25,Night
335,258,1,1998-04-03 01:26:48,Late Night
327,1019,3,1998-02-17 20:17:45,Night
268,1476,2,1997-10-10 20:04:57,Night
125,474,3,1998-04-17 18:07:02,Evening
398,663,2,1997-10-01 19:47:35,Night
194,100,4,1997-11-14 20:28:25,Night
64,300,3,1997-11-12 20:08:34,Night
297,53,3,1997-09-26 02:12:22,Late Night
450,778,3,1998-02-18 20:49:13,Night
417,77,3,1997-11-16 03:01:44,Late Night
1,38,3,1997-11-03 07:44:35,Morning
199,1,1,1998-01-02 23:14:14,Night
249,250,4,1997-11-15 05:27:58,Morning
308,213,4,1998-02-17 18:16:22,Evening
316,191,5,1997-11-30 01:48:59,Late Night
303,2,3,1997-11-14 00:26:31,Late Night
347,273,5,1997-12-09 07:27:36,Morning
15,926,1,1997-11-13 21:27:04,Night
134,316,4,1998-04-04 23:26:58,Night
269,1017,5,1998-04-14 15:29:27,Evening
124,98,4,1998-03-19 06:10:22,Morning
379,179,5,1997-11-26 06:18:52,Morning
399,969,3,1997-12-17 08:18:48,Morning
139,1176,4,1997-11-14 20:08:00,Night
457,243,2,1997-12-17 21:11:44,Night
222,233,2,1997-12-02 10:56:45,Afternoon
316,276,2,1997-11-30 01:37:29,Late Night
96,185,5,1998-01-10 03:44:26,Late Night
334,945,4,1998-04-02 19:39:33,Night
137,121,5,1997-12-06 18:28:01,Evening
334,531,5,1998-04-02 19:39:09,Night
339,56,5,1998-03-27 20:57:01,Night
1,9,5,1997-11-03 07:52:21,Morning
215,23,3,1998-04-01 13:07:28,Afternoon
405,1110,1,1998-01-23 09:27:24,Morning
336,41,3,1997-10-25 05:31:17,Morning
454,479,4,1997-12-12 20:53:11,Night
159,918,4,1998-04-22 14:36:38,Afternoon
451,360,3,1997-11-08 18:14:18,Evening
7,565,4,1998-04-09 14:26:59,Afternoon
405,463,1,1998-01-23 09:47:16,Morning
144,173,5,1998-02-22 00:05:02,Late Night
269,502,3,1998-04-01 16:57:22,Evening
255,245,1,1997-12-27 09:42:03,Morning
346,132,4,1997-09-26 08:07:15,Morning
387,184,3,1998-02-03 04:53:54,Late Night
194,1045,2,1997-11-14 16:24:04,Evening
399,93,3,1997-12-19 06:16:32,Morning
50,288,4,1997-10-17 01:33:28,Late Night
238,125,3,1997-12-31 13:50:30,Afternoon
322,150,4,1998-02-12 20:07:07,Night
354,792,4,1998-03-30 00:22:20,Late Night
385,455,4,1997-11-13 17:05:01,Evening
405,227,1,1998-01-23 09:34:09,Morning
207,1333,3,1997-10-27 23:40:15,Night
312,512,3,1998-04-04 14:09:11,Afternoon
90,216,5,1998-03-31 22:33:46,Night
59,1005,5,1998-02-23 03:59:23,Late Night
250,50,5,1997-10-29 01:43:13,Late Night
249,298,4,1997-11-15 05:28:35,Morning
214,527,4,1998-04-02 19:08:09,Night
429,1545,2,1997-12-17 19:05:18,Night
37,68,5,1997-11-30 18:51:42,Evening
180,729,5,1997-10-20 13:53:18,Afternoon
405,197,4,1998-01-23 08:46:07,Morning
250,687,1,1997-12-27 22:50:07,Night
374,120,3,1997-12-15 03:55:47,Late Night
43,211,4,1998-01-04 23:16:25,Night
392,268,5,1998-03-27 22:23:05,Night
457,527,5,1997-12-19 17:38:33,Evening
364,875,3,1997-10-04 02:19:45,Late Night
405,393,4,1998-01-23 09:21:54,Morning
450,815,3,1997-12-17 22:02:33,Night
144,213,4,1998-02-21 23:56:27,Night
246,758,1,1998-01-16 04:26:53,Late Night
346,550,4,1998-01-31 19:11:54,Night
73,59,5,1998-02-28 00:33:00,Late Night
344,73,3,1998-01-15 21:56:11,Night
387,1537,4,1998-02-03 04:38:01,Late Night
363,333,1,1998-04-02 05:07:14,Morning
268,284,3,1997-10-01 21:46:47,Night
467,1017,2,1997-11-14 18:33:23,Evening
271,107,1,1998-01-26 20:56:19,Night
233,509,4,1997-10-24 03:27:26,Late Night
149,262,1,1997-12-30 20:10:23,Night
43,278,3,1998-01-05 19:40:59,Night
130,343,4,1997-12-07 23:11:13,Night
304,294,4,1998-01-16 16:33:35,Evening
438,321,5,1997-11-18 15:46:00,Evening
9,276,4,1998-02-08 17:37:03,Evening
397,302,5,1998-03-13 03:45:03,Late Night
73,135,5,1998-02-28 00:39:31,Late Night
330,118,5,1997-10-11 04:36:22,Late Night
457,1030,2,1997-12-19 17:05:34,Evening
256,98,5,1997-12-15 05:44:56,Morning
449,224,4,1997-11-19 16:59:18,Evening
426,527,3,1997-11-13 18:09:10,Evening
105,324,4,1998-03-06 19:57:25,Night
468,926,2,1997-09-26 13:25:31,Afternoon
13,89,4,1997-12-14 22:48:37,Night
84,245,4,1997-12-30 02:38:50,Late Night
18,762,3,1997-11-21 17:08:23,Evening
328,448,3,1998-01-17 14:19:04,Afternoon
279,474,5,1998-04-10 01:56:03,Late Night
181,137,2,1997-11-08 04:14:25,Late Night
145,259,3,1997-09-26 10:31:11,Afternoon
102,667,3,1998-03-02 01:43:22,Late Night
213,214,5,1997-11-08 02:23:36,Late Night
106,1028,3,1998-01-04 01:08:05,Late Night
450,708,4,1997-12-17 22:17:29,Night
416,966,5,1998-04-22 02:34:43,Late Night
308,23,5,1998-02-17 17:41:33,Evening
90,965,5,1998-03-31 22:32:41,Night
207,15,4,1997-10-07 04:26:32,Late Night
82,97,4,1997-11-05 22:42:57,Night
347,597,3,1997-12-09 07:33:08,Morning
62,710,3,1997-11-12 22:57:33,Night
91,211,2,1998-04-01 14:00:08,Afternoon
119,52,3,1998-03-23 04:28:59,Late Night
222,183,4,1997-10-30 03:18:55,Late Night
355,358,4,1997-11-14 05:32:03,Morning
99,815,2,1998-01-24 22:00:37,Night
380,573,1,1998-01-22 14:52:17,Afternoon
160,405,3,1997-10-13 19:20:41,Night
273,315,4,1998-03-30 21:20:46,Night
116,193,4,1997-10-10 03:21:21,Late Night
299,289,3,1997-10-26 14:48:43,Afternoon
130,305,4,1998-01-28 21:45:38,Night
437,166,4,1997-11-21 19:26:38,Night
422,1,3,1997-09-24 19:41:03,Night
452,27,5,1998-01-26 12:15:16,Afternoon
64,405,3,1998-03-12 21:48:08,Night
328,595,3,1998-01-17 14:48:20,Afternoon
94,525,5,1998-04-04 20:23:59,Night
70,405,3,1998-01-07 04:58:37,Late Night
457,164,4,1997-12-19 16:07:25,Evening
380,529,3,1998-01-22 14:27:15,Afternoon
423,355,3,1998-04-01 01:43:40,Late Night
431,323,3,1997-10-26 05:42:39,Morning
62,9,4,1997-11-12 22:03:02,Night
90,617,4,1998-03-31 22:37:15,Night
339,269,5,1998-03-27 20:59:39,Night
121,792,3,1998-03-31 23:50:50,Night
458,191,5,1998-02-02 05:09:52,Morning
267,566,3,1997-11-08 07:10:47,Morning
181,294,2,1997-11-08 03:52:53,Late Night
145,771,2,1998-02-25 09:27:47,Morning
179,893,2,1998-04-09 19:52:45,Night
90,493,5,1998-03-31 22:33:20,Night
223,620,2,1998-04-02 20:50:53,Night
315,461,4,1997-11-17 20:44:17,Night
363,258,3,1998-04-02 05:06:43,Morning
11,750,5,1998-04-06 22:27:09,Night
293,549,3,1998-03-03 06:39:26,Morning
77,133,2,1998-01-14 04:43:17,Late Night
450,400,3,1997-12-18 18:13:10,Evening
10,82,4,1997-10-26 17:28:32,Evening
109,1060,4,1997-11-26 19:14:21,Night
466,308,1,1998-03-19 04:49:17,Late Night
339,89,5,1998-03-27 21:16:56,Night
280,77,3,1998-04-04 15:01:26,Evening
12,170,4,1997-11-19 17:09:34,Evening
92,208,4,1997-09-30 21:51:28,Night
344,357,5,1998-01-14 21:47:12,Night
426,199,5,1997-11-13 17:38:22,Evening
233,501,3,1997-10-24 03:23:03,Late Night
393,316,5,1998-03-10 18:24:57,Evening
416,1478,2,1998-02-01 07:58:26,Morning
102,327,2,1998-01-15 13:27:52,Afternoon
426,651,4,1997-11-13 17:38:22,Evening
90,52,5,1998-03-31 23:05:22,Night
439,242,5,1997-12-23 15:53:44,Evening
328,177,3,1998-01-17 14:24:59,Afternoon
393,99,3,1998-03-12 18:32:16,Evening
405,1391,1,1998-01-23 10:03:09,Afternoon
405,1168,1,1998-01-23 09:12:05,Morning
256,583,5,1997-12-15 05:43:23,Morning
90,127,4,1998-03-31 22:32:41,Night
17,117,3,1998-01-20 05:05:24,Morning
360,10,5,1997-11-24 06:57:04,Morning
435,729,2,1998-01-07 00:42:37,Late Night
272,79,5,1997-11-13 21:03:35,Night
95,532,4,1997-12-01 21:32:54,Night
74,354,3,1998-02-24 15:13:14,Evening
323,238,4,1997-11-05 14:26:57,Afternoon
437,5,2,1997-11-21 20:21:03,Night
363,557,1,1998-04-02 05:48:23,Morning
389,526,3,1997-11-21 04:40:00,Late Night
437,214,4,1997-11-21 19:37:21,Night
10,510,5,1997-10-26 18:56:49,Evening
327,672,2,1998-02-17 20:12:08,Night
249,114,5,1997-11-15 05:38:34,Morning
312,1167,4,1998-04-04 14:14:55,Afternoon
7,465,4,1998-03-31 14:05:54,Afternoon
437,50,5,1997-12-01 18:29:18,Evening
422,100,4,1997-09-24 19:36:31,Night
159,273,5,1997-11-25 19:25:35,Night
157,476,1,1998-02-07 22:39:33,Night
64,168,5,1998-03-12 21:47:23,Night
233,603,4,1997-11-22 09:22:46,Morning
28,11,4,1997-12-12 19:49:04,Night
445,291,2,1998-03-29 19:37:13,Night
447,300,4,1997-11-06 22:06:51,Night
224,286,3,1998-02-21 17:24:03,Evening
401,248,3,1998-03-27 20:59:27,Night
174,158,2,1998-02-03 14:08:41,Afternoon
83,64,5,1998-02-16 21:43:42,Night
345,381,4,1998-01-16 23:31:45,Night
59,845,5,1998-02-23 03:12:59,Late Night
355,242,4,1997-11-14 05:48:49,Morning
393,161,4,1998-02-17 20:21:23,Night
378,768,4,1997-11-24 01:06:38,Late Night
276,98,5,1997-09-20 21:57:43,Night
404,342,3,1998-01-03 01:25:50,Late Night
259,179,4,1997-10-27 03:47:08,Late Night
169,211,5,1998-03-31 15:46:40,Evening
301,607,4,1997-12-14 05:26:16,Morning
32,508,4,1998-01-02 05:06:21,Morning
405,949,5,1998-01-23 08:55:02,Morning
381,89,5,1998-04-16 03:13:46,Late Night
174,433,5,1998-02-03 14:05:57,Afternoon
367,769,3,1997-10-12 21:01:17,Night
322,64,5,1998-02-12 20:09:08,Night
79,582,5,1998-03-30 15:30:06,Evening
435,216,3,1998-01-06 23:58:38,Night
312,71,4,1998-04-04 14:19:59,Afternoon
186,243,2,1997-11-08 21:21:39,Night
375,525,4,1998-02-04 19:51:57,Night
430,253,1,1997-10-19 01:44:44,Late Night
412,508,4,1997-11-16 21:49:22,Night
399,228,2,1997-12-17 08:36:23,Morning
373,1113,1,1997-10-17 14:52:48,Afternoon
94,1118,4,1998-04-04 20:41:22,Night
2,277,4,1998-02-27 03:46:14,Late Night
378,724,3,1997-11-20 19:52:00,Night
6,536,4,1997-12-31 20:16:40,Night
268,391,3,1997-10-10 20:04:57,Night
468,461,4,1997-09-26 16:32:50,Evening
158,20,4,1997-11-21 17:44:21,Evening
379,203,4,1997-11-26 06:35:00,Morning
4,300,5,1998-04-08 02:10:45,Late Night
207,841,3,1997-10-05 02:28:21,Late Night
432,250,1,1998-03-09 03:58:15,Late Night
186,1016,5,1997-11-08 21:14:03,Night
194,491,3,1997-11-14 15:21:56,Evening
81,1,4,1997-10-11 01:55:49,Late Night
148,432,5,1997-10-16 16:34:58,Evening
416,202,4,1997-10-12 23:35:34,Night
38,112,5,1998-04-13 01:59:11,Late Night
195,47,5,1997-10-12 05:04:03,Morning
343,463,4,1997-10-09 13:46:33,Afternoon
378,231,3,1997-11-24 01:02:07,Late Night
399,364,4,1997-12-17 09:26:53,Morning
426,848,4,1997-11-13 18:01:57,Evening
456,448,3,1997-12-06 02:16:26,Late Night
299,204,4,1998-03-10 04:11:52,Late Night
200,58,4,1998-01-06 23:28:21,Night
257,324,5,1997-11-08 22:52:23,Night
399,67,3,1997-12-17 09:28:19,Morning
75,413,2,1998-01-06 01:42:59,Late Night
49,1066,2,1998-02-21 13:19:47,Afternoon
314,1229,2,1997-10-26 18:48:01,Evening
437,658,4,1997-11-21 19:42:15,Night
389,965,5,1997-11-21 04:46:39,Late Night
13,23,5,1997-12-14 22:52:17,Night
11,168,3,1998-04-06 23:22:29,Night
115,237,2,1997-12-03 17:44:35,Evening
345,196,5,1998-01-15 22:11:57,Night
37,89,4,1997-11-30 22:47:52,Night
332,106,4,1998-02-20 01:38:07,Late Night
276,258,5,1997-09-20 20:12:17,Night
422,358,2,1997-09-24 19:34:00,Night
294,1079,2,1998-03-07 03:50:24,Late Night
82,238,3,1997-11-05 22:36:13,Night
430,237,5,1997-10-19 01:52:45,Late Night
297,447,4,1997-09-26 02:08:11,Late Night
18,403,3,1997-11-21 17:08:23,Evening
87,405,4,1997-11-18 17:58:13,Evening
201,223,4,1998-01-06 19:02:23,Night
347,172,5,1997-12-09 07:52:13,Morning
55,597,2,1997-10-30 01:48:54,Late Night
308,31,3,1998-02-17 18:17:52,Evening
373,215,4,1997-10-17 14:40:11,Afternoon
320,95,3,1998-01-14 04:16:58,Late Night
437,283,1,1997-11-21 19:48:36,Night
326,89,4,1997-11-18 17:49:58,Evening
312,653,5,1998-04-04 13:59:25,Afternoon
328,333,3,1998-01-17 13:40:18,Afternoon
330,67,4,1997-10-11 05:25:00,Morning
145,12,5,1997-12-15 10:48:37,Afternoon
95,815,3,1997-11-10 20:28:28,Night
323,204,3,1997-11-05 14:22:51,Afternoon
158,430,5,1997-11-21 17:58:13,Evening
89,269,5,1997-11-13 22:46:59,Night
176,347,4,1998-01-29 04:17:22,Late Night
13,435,5,1997-12-14 23:16:32,Night
144,68,2,1998-02-22 00:01:05,Late Night
139,296,4,1997-11-14 20:10:18,Night
182,257,3,1998-01-24 03:38:37,Late Night
7,584,4,1998-03-31 13:48:13,Afternoon
82,588,5,1997-11-05 22:45:17,Night
94,318,5,1998-04-04 20:19:51,Night
65,378,5,1997-11-11 02:57:12,Late Night
301,474,4,1997-12-14 05:03:23,Morning
313,768,3,1998-03-27 20:26:07,Night
345,1221,3,1998-01-16 23:35:03,Night
308,495,3,1998-02-17 18:28:51,Evening
292,20,2,1997-12-02 23:19:20,Night
293,26,3,1998-03-03 06:36:55,Morning
460,257,2,1997-12-23 21:25:42,Night
49,218,2,1998-02-21 13:44:11,Afternoon
437,485,4,1997-11-21 19:34:14,Night
246,250,4,1998-01-16 04:18:47,Late Night
402,245,1,1997-10-07 23:27:40,Night
343,358,1,1997-10-09 13:08:13,Afternoon
416,168,5,1998-04-22 02:42:09,Late Night
442,591,3,1997-12-29 10:27:01,Afternoon
349,20,5,1997-11-14 00:00:42,Late Night
334,111,3,1998-04-02 20:04:05,Night
243,14,3,1997-11-20 00:53:59,Late Night
267,29,3,1997-11-08 07:17:06,Morning
458,318,4,1998-02-02 05:36:11,Morning
109,1222,4,1997-11-26 21:29:18,Night
102,230,2,1998-03-02 01:13:52,Late Night
416,85,3,1998-04-22 01:57:26,Late Night
194,485,3,1997-11-14 22:28:18,Night
269,928,1,1998-04-01 17:29:14,Evening
1,246,5,1997-09-22 22:05:05,Night
406,22,3,1997-12-18 21:31:11,Night
181,471,2,1997-11-08 04:21:59,Late Night
269,425,5,1998-04-01 16:32:25,Evening
201,773,4,1998-01-06 18:50:27,Evening
411,451,4,1998-04-17 20:40:34,Night
328,383,3,1998-01-17 15:11:20,Evening
333,300,4,1998-03-28 00:19:49,Late Night
442,22,2,1997-12-29 10:20:13,Afternoon
197,188,3,1998-04-01 05:53:02,Morning
43,88,5,1998-01-04 23:15:02,Night
457,720,3,1997-12-19 17:02:05,Evening
54,829,2,1997-12-01 00:48:31,Late Night
37,550,4,1997-11-30 18:51:42,Evening
210,411,3,1998-02-17 15:55:31,Evening
11,370,3,1998-04-06 22:48:00,Night
151,627,2,1997-11-14 21:26:36,Night
212,382,5,1997-11-12 03:05:29,Late Night
347,233,5,1997-12-09 08:04:13,Morning
380,183,4,1998-01-22 14:09:52,Afternoon
330,370,4,1997-10-11 04:44:18,Late Night
284,301,5,1998-01-20 20:53:13,Night
468,642,3,1997-09-26 16:30:03,Evening
292,214,3,1997-12-02 23:35:01,Night
268,10,4,1997-09-26 20:44:51,Night
299,473,3,1997-10-26 15:09:21,Evening
374,844,4,1997-11-24 17:53:20,Evening
59,83,4,1998-02-23 03:33:22,Late Night
253,273,3,1998-04-03 18:27:40,Evening
117,743,1,1997-12-01 21:06:41,Night
215,270,3,1998-04-01 12:44:43,Afternoon
223,929,3,1998-04-02 20:46:15,Night
452,506,3,1997-09-26 12:14:41,Afternoon
91,520,4,1998-04-01 14:03:34,Afternoon
367,53,4,1997-10-12 21:01:16,Night
301,42,4,1997-12-14 05:02:23,Morning
406,127,4,1997-11-13 18:23:50,Evening
246,38,2,1998-01-16 03:59:35,Late Night
381,607,4,1998-04-16 03:08:50,Late Night
268,710,3,1997-09-26 21:35:19,Night
383,302,4,1998-03-29 17:23:36,Evening
413,326,3,1997-11-19 19:50:27,Night
347,68,5,1997-12-09 08:07:05,Morning
459,1060,1,1997-11-15 03:14:28,Late Night
339,45,5,1998-03-27 21:13:20,Night
437,65,4,1997-11-21 19:33:07,Night
339,179,5,1998-03-27 21:06:33,Night
18,845,3,1997-11-21 16:53:56,Evening
356,326,4,1998-04-01 04:49:53,Late Night
174,1074,4,1998-02-03 14:02:09,Afternoon
286,768,3,1998-03-11 21:49:28,Night
264,204,5,1998-01-30 01:24:32,Late Night
255,829,1,1997-12-27 10:01:43,Afternoon
234,419,4,1998-04-11 22:44:04,Night
299,288,3,1997-10-23 14:56:24,Afternoon
184,657,4,1998-03-14 20:48:17,Night
239,527,5,1998-03-06 10:07:13,Afternoon
459,216,3,1997-11-15 03:58:41,Late Night
268,47,1,1997-09-26 21:50:45,Night
373,195,4,1997-10-17 14:28:07,Afternoon
257,1472,2,1997-11-25 22:29:03,Night
327,147,2,1998-02-18 16:46:57,Evening
17,150,5,1998-01-20 05:04:14,Morning
26,413,2,1998-03-31 23:14:09,Night
2,282,4,1998-02-27 03:58:42,Late Night
141,756,3,1998-01-12 06:09:23,Morning
271,495,5,1998-01-26 21:10:52,Night
417,431,4,1997-11-16 02:30:31,Late Night
204,242,5,1998-04-12 13:48:55,Afternoon
265,237,5,1997-09-27 00:34:22,Late Night
144,24,4,1998-02-21 23:42:21,Night
363,444,4,1998-04-02 07:00:06,Morning
22,187,5,1997-11-07 07:28:00,Morning
246,444,4,1998-01-16 04:08:35,Late Night
13,550,4,1997-12-17 22:29:01,Night
380,614,3,1998-01-22 14:20:45,Afternoon
194,642,2,1997-11-14 17:11:54,Evening
94,154,5,1998-01-28 17:33:11,Evening
42,1,5,1997-12-02 23:33:53,Night
38,200,5,1998-04-13 01:49:40,Late Night
277,237,4,1997-11-14 21:49:05,Night
297,271,2,1997-12-09 22:50:10,Night
343,175,5,1997-10-09 13:50:45,Afternoon
262,974,3,1997-11-17 18:30:47,Evening
330,1084,5,1997-10-11 04:33:52,Late Night
224,1058,3,1998-02-21 23:36:59,Night
430,547,2,1997-10-19 01:59:25,Late Night
215,380,3,1998-04-01 13:14:30,Afternoon
13,538,1,1998-01-11 17:07:28,Evening
38,69,5,1998-04-13 01:21:26,Late Night
334,174,4,1998-04-02 19:56:32,Night
450,495,4,1997-12-17 21:44:12,Night
299,345,4,1998-01-05 18:13:18,Evening
233,71,5,1997-10-14 06:58:01,Morning
262,1035,3,1997-11-17 19:22:10,Night
222,450,3,1997-12-02 11:07:04,Afternoon
57,111,4,1998-01-01 23:34:39,Night
406,187,2,1997-11-13 18:31:37,Evening
385,111,2,1997-11-13 16:57:47,Evening
373,949,4,1997-10-17 14:53:36,Afternoon
312,186,3,1998-04-04 14:18:11,Afternoon
324,872,5,1997-11-26 20:10:45,Night
65,956,4,1997-11-11 02:53:17,Late Night
250,501,5,1997-10-29 01:56:39,Late Night
435,465,2,1998-01-07 00:21:55,Late Night
308,648,4,1998-02-17 18:01:49,Evening
472,401,4,1997-10-04 16:32:07,Evening
216,122,5,1997-12-06 18:21:28,Evening
417,139,3,1997-11-16 02:51:47,Late Night
435,929,2,1998-01-07 00:40:35,Late Night
347,271,1,1997-12-09 07:23:11,Morning
373,414,3,1997-10-17 16:04:19,Evening
239,318,1,1998-03-06 10:06:38,Afternoon
406,1008,4,1997-11-14 20:38:29,Night
160,844,3,1997-10-13 18:37:02,Evening
339,637,4,1998-03-27 21:54:07,Night
145,554,3,1997-09-26 11:10:45,Afternoon
328,273,3,1998-01-17 14:08:54,Afternoon
348,831,4,1998-02-03 16:38:33,Evening
416,501,5,1998-04-22 02:58:38,Late Night
334,1016,3,1998-04-02 19:26:25,Night
280,158,2,1998-04-04 14:56:04,Afternoon
374,254,3,1997-11-24 17:53:20,Evening
387,403,3,1998-02-03 05:18:19,Morning
269,707,2,1998-04-01 16:48:24,Evening
405,1580,1,1998-01-23 09:59:03,Morning
258,333,2,1998-01-25 04:00:11,Late Night
456,662,4,1997-12-06 02:18:30,Late Night
87,132,5,1997-11-18 18:32:10,Evening
113,268,4,1997-10-04 03:26:49,Late Night
453,356,2,1998-02-23 03:51:06,Late Night
343,11,5,1997-10-09 13:52:52,Afternoon
151,136,4,1997-11-14 16:18:13,Evening
5,99,3,1997-10-01 15:53:36,Evening
151,1286,5,1997-11-14 16:16:13,Evening
150,151,4,1997-11-05 16:20:24,Evening
89,875,3,1997-11-13 17:12:40,Evening
299,185,3,1997-10-30 06:13:59,Morning
221,568,4,1997-09-26 03:59:58,Late Night
219,269,5,1998-03-08 19:50:55,Night
407,432,4,1997-09-29 17:04:45,Evening
222,636,4,1997-10-30 04:00:55,Late Night
189,131,4,1998-04-22 17:21:50,Evening
239,91,4,1998-03-06 10:34:47,Afternoon
465,202,4,1997-12-31 01:24:47,Late Night
43,283,2,1998-01-04 23:10:15,Night
326,613,5,1997-11-18 17:41:00,Evening
458,387,4,1998-02-02 05:44:06,Morning
378,295,3,1998-02-04 17:44:34,Evening
160,640,3,1997-10-14 20:26:48,Night
11,70,4,1998-04-06 23:16:13,Night
472,11,5,1998-04-17 05:24:36,Morning
252,14,4,1998-04-01 18:54:36,Evening
125,364,3,1998-04-17 18:53:11,Evening
425,324,3,1997-11-05 13:47:37,Afternoon
200,99,5,1998-01-06 23:20:58,Night
73,650,3,1998-02-28 00:35:52,Late Night
450,382,3,1997-12-17 16:51:19,Evening
349,120,3,1997-11-14 00:12:14,Late Night
145,150,5,1997-09-26 10:44:15,Afternoon
13,669,1,1997-12-17 22:17:47,Night
405,1268,1,1998-01-23 09:10:36,Morning
116,1013,3,1997-10-10 03:13:42,Late Night
277,844,4,1997-11-14 21:38:48,Night
174,722,4,1998-02-03 13:51:36,Afternoon
363,568,2,1998-04-02 05:31:10,Morning
106,210,4,1997-12-06 23:26:50,Night
13,475,3,1997-12-07 17:18:33,Evening
407,144,3,1997-10-08 19:20:53,Night
420,137,4,1998-03-31 15:11:44,Evening
307,210,2,1997-10-17 21:29:06,Night
70,181,4,1998-01-06 05:26:56,Morning
276,451,3,1997-09-20 21:50:16,Night
405,999,1,1998-01-23 09:25:57,Morning
346,92,4,1998-01-31 19:15:24,Night
13,889,3,1998-04-08 06:00:36,Morning
6,21,3,1997-12-31 20:29:12,Night
459,134,3,1997-11-15 03:35:41,Late Night
343,169,5,1997-10-09 13:52:52,Afternoon
87,791,2,1997-11-18 18:21:20,Evening
130,249,5,1997-10-07 18:59:06,Evening
18,6,5,1997-11-21 16:46:04,Evening
234,745,4,1998-04-11 22:26:13,Night
181,931,1,1997-11-08 04:26:45,Late Night
456,210,3,1997-12-06 02:20:49,Late Night
